"Item type","Authors","Title","Journal","Publication year","Volume","Issue","Pages","Institution","Publisher","Book title","Proceedings title","Date published","ISBN","ISSN","URLs","DOI","PMID","Arxiv ID","PMC ID","Abstract","Keywords","Notes","Archive prefix","Eprint ID"
"Journal Article","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Remote Sensing","2021","13","13","","","mdpi.com","","","2021","","2072-4292","http://dx.doi.org/10.3390/rs13132486","10.3390/rs13132486","","","","Crop diseases constitute a serious issue in agriculture, affecting both quality and quantity of agriculture production. Disease control has been a research object in many scientific and technologic domains. Technological advances in sensors, data storage, computing resources and artificial intelligence have shown enormous potential to control diseases effectively. A growing body of literature recognizes the importance of using data from different types of sensors and machine learning approaches to build models for detection, prediction, analysis, assessment, etc. However, the increasing number and diversity of research studies requires a literature review for further developments and contributions in this area. This paper reviews state-of-the-art machine learning methods that use different data sources, applied to plant disease detection. It lists traditional and deep learning methods associated with the main data acquisition modalities, namely IoT, ground imaging, unmanned aerial vehicle imaging and satellite imaging. In addition, this study examines the role of data fusion for ongoing research in the context of disease detection. It highlights the advantage of intelligent data fusion techniques, from heterogeneous data sources, to improve plant health status prediction and presents the main challenges facing this field. The study concludes with a discussion of several current issues and research trends.","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","Cited By (since 2021): 44","",""
"Journal Article","Rupprechter S,Morinan G,Peng Y,Foltynie T,Sibley K,Weil RS,Leyland LA,Baig F,Morgante F,Gilron R,Wilt R,Starr P,Hauser RA,O'Keeffe J","A clinically interpretable computer-vision based method for quantifying gait in parkinson's disease","Sensors","2021","21","16","","","mdpi.com","","","2021","","1424-8220","http://dx.doi.org/10.3390/s21165437;https://www.ncbi.nlm.nih.gov/pubmed/34450879","10.3390/s21165437","34450879","","","Gait is a core motor function and is impaired in numerous neurological diseases, including Parkinson's disease (PD). Treatment changes in PD are frequently driven by gait assessments in the clinic, commonly rated as part of the Movement Disorder Society (MDS) Unified PD Rating Scale (UPDRS) assessment (item 3.10). We proposed and evaluated a novel approach for estimating severity of gait impairment in Parkinson's disease using a computer vision-based methodology. The system we developed can be used to obtain an estimate for a rating to catch potential errors, or to gain an initial rating in the absence of a trained clinician—for example, during remote home assessments. Videos (n = 729) were collected as part of routine MDS-UPDRS gait assessments of Parkinson's patients, and a deep learning library was used to extract body key-point coordinates for each frame. Data were recorded at five clinical sites using commercially available mobile phones or tablets, and had an associated severity rating from a trained clinician. Six features were calculated from time-series signals of the extracted key-points. These features characterized key aspects of the movement including speed (step frequency, estimated using a novel Gamma-Poisson Bayesian model), arm swing, postural control and smoothness (or roughness) of movement. An ordinal random forest classification model (with one class for each of the possible ratings) was trained and evaluated using 10-fold cross validation. Step frequency point estimates from the Bayesian model were highly correlated with manually labelled step frequencies of 606 video clips showing patients walking towards or away from the camera (Pearson's r = 0.80, p < 0.001). Our classifier achieved a balanced accuracy of 50% (chance = 25%). Estimated UPDRS ratings were within one of the clinicians' ratings in 95% of cases. There was a significant correlation between clinician labels and model estimates (Spearman's $\rho$ = 0.52, p < 0.001). We show how the interpretability of the feature values could be used by clinicians to support their decision-making and provide insight into the model's objective UPDRS rating estimation. The severity of gait impairment in Parkinson's disease can be estimated using a single patient video, recorded using a consumer mobile device and within standard clinical settings; i.e., videos were recorded in various hospital hallways and offices rather than gait laboratories. This approach can support clinicians during routine assessments by providing an objective rating (or second opinion), and has the potential to be used for remote home assessments, which would allow for more frequent monitoring.","Computer vision,Gait,Interpretable machine learning,Parkinson's disease,Pose estimation,Time series analysis","Cited By (since 2021): 18","",""
"Miscellaneous","Olveres J,González G,Torres F,Moreno-Tagle JC,Carbajal-Degante E,Valencia-Rodríguez A,Méndez-Sánchez N,Escalante- Ramírez B","What is new in computer vision and artificial intelligence in medical image analysis applications","","2021","11","8","3830-3853","","ncbi.nlm.nih.gov","Quantitative Imaging in Medicine and Surgery","","2021","","2223-4306","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8245941/;http://dx.doi.org/10.21037/qims-20-1151;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8245941","10.21037/qims-20-1151","","","PMC8245941","Computer vision and artificial intelligence applications in medicine are becoming increasingly important day by day, especially in the field of image technology. In this paper we cover different artificial intelligence advances that tackle some of the most important worldwide medical problems such as cardiology, cancer, dermatology, neurodegenerative disorders, respiratory problems, and gastroenterology. We show how both areas have resulted in a large variety of methods that range from enhancement, detection, segmentation and characterizations of anatomical structures and lesions to complete systems that automatically identify and classify several diseases in order to aid clinical diagnosis and treatment. Different imaging modalities such as computer tomography, magnetic resonance, radiography, ultrasound, dermoscopy and microscopy offer multiple opportunities to build automatic systems that help medical diagnosis, taking advantage of their own physical nature. However, these imaging modalities also impose important limitations to the design of automatic image analysis systems for diagnosis aid due to their inherent characteristics such as signal to noise ratio, contrast and resolutions in time, space and wavelength. Finally, we discuss future trends and challenges that computer vision and artificial intelligence must face in the coming years in order to build systems that are able to solve more complex problems that assist medical diagnosis.","Artificial intelligence (AI),Cardiology,Computer vision (CV),Gastroenterology,Medical image analysis,Microscopy,Neurodegenerative disorders,Oncology,Respiratory diseases","Cited By (since 2021): 15","",""
"Miscellaneous","Vo TT,Ko H,Huh JH,Kim Y","Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision","","2021","10","22","","","mdpi.com","Electronics (Switzerland)","","2021","","2079-9292","https://www.mdpi.com/1370442;http://dx.doi.org/10.3390/electronics10222882","10.3390/electronics10222882","","","","Smart aquaculture is nowadays one of the sustainable development trends for the aquaculture industry in intelligence and automation. Modern intelligent technologies have brought huge benefits to many fields including aquaculture to reduce labor, enhance aquaculture production, and be friendly to the environment. Machine learning is a subdivision of artificial intelligence (AI) by using trained algorithm models to recognize and learn traits from the data it watches. To date, there are several studies about applications of machine learning for smart aquaculture including measuring size, weight, grading, disease detection, and species classification. This review provides and overview of the development of smart aquaculture and intelligent technology. We summarized and collected 100 articles about machine learning in smart aquaculture from nearly 10 years about the methodology, results as well as the recent technology that should be used for development of smart aquaculture. We hope that this review will give readers interested in this field useful information.","AI,Application,Artificial intelligent,Machine learning,Smart aquaculture","Cited By (since 2021): 11","",""
"Journal Article","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F","A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients","2021 International Conference on Information Technology, ICIT 2021 - Proceedings","2021","","","543-548","","ieeexplore.ieee.org","","","2021","","","http://dx.doi.org/10.1109/ICIT52682.2021.9491783","10.1109/ICIT52682.2021.9491783","","","","Deep learning becomes the spotlight in computer vision based recognition approaches in recent years. Psoriasis affects people of all ages around the world and causes inflammation on the skin with significant systemic disability and illness. Inflammatory foods increase inflammation rapidly, patients can easily control inflammation to enhance the quality of life by eliminating these foods from their everyday diet. This paper addresses a rapid food recognition approach to assist psoriasis patients to recognize fifteen highly inflammatory foods. Using image augmentation techniques, a dataset of 41250 images of different inflammatory foods have generated from 10000 images. AlexNet, VGG16, and EfficientNet-B0 have used in this study using the transfer learning approach, and EfficientNet-B0 has achieved the highest accuracy of 98.63% under the test set of 5250 images. AlexNet and VGG16 have achieved 87.22% and 93.79% accuracy, respectively. EfficientNet-B0 has consumed the lowest time in recognizing unseen images compared to others.","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning","Cited By (since 2021): 7","",""
"Journal Article","Su WH,Zhang J,Yang C,Page R,Szinyei T,Hirsch CD,Steffenson BJ","Automatic evaluation of wheat resistance to fusarium head blight using dual mask-rcnn deep learning frameworks in computer vision","Remote Sensing","2021","13","1","1-20","","mdpi.com","","","2021","","2072-4292","http://dx.doi.org/10.3390/rs13010026","10.3390/rs13010026","","","","In many regions of the world, wheat is vulnerable to severe yield and quality losses from the fungus disease of Fusarium head blight (FHB). The development of resistant cultivars is one means of ameliorating the devastating effects of this disease, but the breeding process requires the evaluation of hundreds of lines each year for reaction to the disease. These field evaluations are laborious, expensive, time-consuming, and are prone to rater error. A phenotyping cart that can quickly capture images of the spikes of wheat lines and their level of FHB infection would greatly benefit wheat breeding programs. In this study, mask region convolutional neural network (MaskRCNN) allowed for reliable identification of the symptom location and the disease severity of wheat spikes. Within a wheat line planted in the field, color images of individual wheat spikes and their corresponding diseased areas were labeled and segmented into sub-images. Images with annotated spikes and sub-images of individual spikes with labeled diseased areas were used as ground truth data to train Mask-RCNN models for automatic image segmentation of wheat spikes and FHB diseased areas, respectively. The feature pyramid network (FPN) based on ResNet-101 network was used as the backbone of Mask-RCNN for constructing the feature pyramid and extracting features. After generating mask images of wheat spikes from full-size images, Mask-RCNN was performed to predict diseased areas on each individual spike. This protocol enabled the rapid recognition of wheat spikes and diseased areas with the detection rates of 77.76% and 98.81%, respectively. The prediction accuracy of 77.19% was achieved by calculating the ratio of the wheat FHB severity value of prediction over ground truth. This study demonstrates the feasibility of rapidly determining levels of FHB in wheat spikes, which will greatly facilitate the breeding of resistant cultivars.","Computer vision,Deep learning,Fusarium head blight,Target recognition,Wheat spike","Cited By (since 2020): 53","",""
"Journal Article","Khan AA,Laghari AA,Awan SA","Machine Learning in Computer Vision: A Review","EAI Endorsed Transactions on Scalable Information Systems","2021","8","32","1-11","","publications.eai.eu","","","2021","","2032-9407","http://dx.doi.org/10.4108/eai.21-4-2021.169418","10.4108/eai.21-4-2021.169418","","","","INTRODUCTION: Due to the advancement in the field of Artificial Intelligence (AI), the ability to tackle entire problems of machine intelligence. Nowadays, Machine learning (ML) is becoming a hot topic due to the direct training of machines with less interaction with a human. The scenario of manual feeding of the machine is changed in the modern era, it will learn automatically. Supervised and unsupervised ML techniques are used as a distinct purpose like feature extraction, pattern recognition, object detection, and classification. OBJECTIVES: In Computer Vision (CV), ML performs a significant role to extract crucial information from images. CV successfully contributes to multiple domains, surveillance system, optical character recognition, robotics, suspect detection, and many more. The direction of CV research is going toward healthcare realm, medical imaging (MI) is the emerging technology, play a vital role to enhance image quality and recognized critical features of binary medical image, covert original image into grayscale and set the threshold values for segmentation. CONTRIBUTION: This paper will address the importance of machine learning, state-of-the-art, and how ML is utilized in computer vision and image processing. This survey will provide details about the type of tools and applications, datasets, and techniques. Limitations of previous work and challenges of future work also discussed. Further, we identify and discuss a set of open issues yet to be addressed, for efficiently applying of ML in Computer vision and image process. METHODS, RESULTS, AND CONCLUSION: In this review paper, we have discussed the techniques and various types of supervised and unsupervised algorithms of ML, general overview of image processing and the results based on the impact; neural network enabled models, limitations, tools and application of CV, moreover, highlight the critical open research areas of ML in CV.","Computer Vision,Feature Extraction,Machine Learning,Medical Imaging,Neural Network,Pattern Recognition,Supervised and Unsupervised Learning","Cited By (since 2021): 34","",""
"Miscellaneous","Bhargava A,Bansal A","Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review","","2021","80","13","19931-19946","","Springer","Multimedia Tools and Applications","","2021","","1573-7721","https://link.springer.com/article/10.1007/s11042-021-10714-5;http://dx.doi.org/10.1007/s11042-021-10714-5","10.1007/s11042-021-10714-5","","","","The universal transmission of pandemic COVID-19 (Coronavirus) causes an immediate need to commit in the fight across the whole human population. The emergencies for human health care are limited for this abrupt outbreak and abandoned environment. In this situation, inventive automation like computer vision (machine learning, deep learning, artificial intelligence), medical imaging (computed tomography, X-Ray) has developed an encouraging solution against COVID-19. In recent months, different techniques using image processing are done by various researchers. In this paper, a major review on image acquisition, segmentation, diagnosis, avoidance, and management are presented. An analytical comparison of the various proposed algorithm by researchers for coronavirus has been carried out. Also, challenges and motivation for research in the future to deal with coronavirus are indicated. The clinical impact and use of computer vision and deep learning were discussed and we hope that dermatologists may have better understanding of these areas from the study.","COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning","Cited By (since 2021): 42","",""
"Journal Article","Wangsan K,Upaphong P,Assavanopakun P,Sapbamrer R,Sirikul W,Kitro A,Sirimaharaj N,Kuanprasert S,Saenpo M,Saetiao S,Khamphichai T","Self-Reported Computer Vision Syndrome among Thai University Students in Virtual Classrooms during the COVID-19 Pandemic: Prevalence and Associated Factors","International Journal of Environmental Research and Public Health","2022","19","7","","","mdpi.com","","","2022","","1660-4601","http://dx.doi.org/10.3390/ijerph19073996;https://www.ncbi.nlm.nih.gov/pubmed/35409679","10.3390/ijerph19073996","35409679","","","During the COVID-19 pandemic, computer vision syndrome (CVS) related to online classrooms were unavoidable. This cross-sectional study aimed to explore the prevalence, characteristics and associated factors of CVS. A total of 527 students who were currently studying in a virtual classroom (70.40% female, mean (standard deviation; SD) age of 20.04 (2.17) years) were included. The prevalence of CVS assessed by an online CVS-Questionnaire was 81.0% (427/527). Comparing with those in the period before the online study, an increase in screen time (interquartile range) in students with and without CVS was 3 (0–3) and 2 (1–5) h, respectively. Overall, 516 students (97.9%) experienced at least one symptom. The most frequent symptom in CVS subjects was eye pain (96.5%). The most intense symptoms were the feeling of worsening eyesight (15.9%). The factors associated with CVS were female (p < 0.001), age (p = 0.010), atopic diseases (p = 0.020), prior ocular symptoms (p < 0.001), astigmatism (p = 0.033), distance from display <20 cm (p = 0.023), presence of glare or reflection on screen (p < 0.001), low screen brightness (p = 0.045), sleep duration (p = 0.030), inadequate break time between classes (p < 0.001) and increased screen time usage during online study (p < 0.001). Recommendations to prevent CVS based on the adjustable factors might reduce the burden of online study.","COVID-19 impact,computer vison syndrome,digital eye strain,digital screen,online study,video display terminal,virtual classroom,visual display terminal","Cited By (since 2022): 16","",""
"Journal Article","Luo C,Pearson P,Xu G,Rich SM","A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models","Insects","2022","13","2","","","mdpi.com","","","2022","","2075-4450","http://dx.doi.org/10.3390/insects13020116","10.3390/insects13020116","","","","A wide range of pathogens, such as bacteria, viruses, and parasites can be transmitted by ticks and can cause diseases, such as Lyme disease, anaplasmosis, or Rocky Mountain spotted fever. Landscape and climate changes are driving the geographic range expansion of important tick species. The morphological identification of ticks is critical for the assessment of disease risk; however, this process is time-consuming, costly, and requires qualified taxonomic specialists. To address this issue, we constructed a tick identification tool that can differentiate the most encountered human-biting ticks, Amblyomma americanum, Dermacentor variabilis, and Ixodes scapularis, by implementing artificial intelligence methods with deep learning algorithms. Many convolutional neural network (CNN) models (such as VGG, ResNet, or Inception) have been used for image recognition purposes but it is still a very limited application in the use of tick identification. Here, we describe the modified CNN-based models which were trained using a large-scale molecularly verified dataset to identify tick species. The best CNN model achieved a 99.5% accuracy on the test set. These results demonstrate that a computer vision system is a potential alternative tool to help in prescreening ticks for identification, an earlier diagnosis of disease risk, and, as such, could be a valuable resource for health professionals.","Computer vision,Medical entomology,Ticks","Cited By (since 2022): 2","",""
"Journal Article","Vij R,Arora S","Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey","International Conference on Innovative Computing and \ldots","2022","","","179-189","","Springer","","","2022","","","http://dx.doi.org/10.1007/978-981-16-2597-8_15","10.1007/978-981-16-2597-8_15","","","","\ldots diseases has attracted the focus of several researchers. This paper surveys the various applications of computer vision \ldots the performance of computer vision approaches for more efficient \ldots","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages","Cited By (since 2022): 6","",""
"Miscellaneous","Adane F,Alamneh YM,Desta M","Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis","","2022","50","1","","","Springer","Tropical Medicine and Health","","2022","","1349-4147","https://link.springer.com/article/10.1186/s41182-022-00418-3;http://dx.doi.org/10.1186/s41182-022-00418-3","10.1186/s41182-022-00418-3","","","","Background: A computer is one of the most widely used office tools. The leading occupational health problem of the twenty-first century is computer vision syndrome (CVS). Research findings across Ethiopia on the magnitude and predictors of CVS among computer users are highly variable and inconsistent. Therefore, this study aimed to estimate the overall prevalence of CVS and its predictors among computer users in Ethiopia. Methods: We searched articles in all databases and other sources. Cochrane Q test statistics and I2 tests were used. A random-effect meta-analysis model was used. In addition, the association between risk factors and CVS among computer users was examined. Results: Eight eligible studies were included. The pooled prevalence of CVS among computer users in Ethiopia was 73.21% (95% CI 70.32–76.11). Sub-group analysis by profession has shown that the highest prevalence of CVS was observed in bank employees [73.76% (95% CI 70.40–77.13)]. The most common reported symptoms of CVS were blurred vision (34.26%; 95% CI 22.08, 46.43). The previous history of eye disease (95% CI 2.30, 5.47), inappropriate sitting position (95% CI 1.76, 3.22), the frequent use of a computer (95% CI 2.04, 3.60), and using eyeglass/spectacles (95% CI 1.10, 3.91) were significantly associated with CVS among computer users in Ethiopia. Conclusions: According to this study, computer vision syndrome was high among computer users in Ethiopia. Computer vision syndrome (CVS) was significantly associated with a previous history of eye disease, inappropriate sitting position, frequent use of a computer, and the use of spectacles. Based on the findings, it is suggested that efforts be made to optimize computer exposure time. It is also worth noting that employees should be properly seated when using a computer. Furthermore, people with vision problems should be extra cautious when using a computer. Finally, community awareness of the safety precautions that can be taken to reduce CVS is critical.","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review","Cited By (since 2022): 9","",""
"Miscellaneous","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM","Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases","","2022","12","2","","","mdpi.com","Applied Sciences (Switzerland)","","2022","","2076-3417","https://www.mdpi.com/1452694;http://dx.doi.org/10.3390/app12020906","10.3390/app12020906","","","","There are many methods to detect plant pests and diseases, but they are primarily time-consuming and costly. Computer vision techniques can recognize the pest-and disease-damaged fruits and provide clues to identify and treat the diseases and pests in their early stages. This study aimed to identify common pests, including the apple capsid (Plesiocoris rugicollis)/AC, apple codling moth (Cydia pomonella)/ACM, Pear lace bug (Stephanitis pyri)/PLB, and one physiological disease-apple russeting/AR in two cultivars, Golden Delicious and Red Delicious, using the digital image processing and sparse coding method. The Sparse coding method is used to reduce the storage of the elements of images so that the matrix can be processed faster. There have been numerous studies on the identification of apple fruit diseases and pests. However, most of the previous studies focused only on diagnosing a pest or disease, not on computational volume reduction and rapid detection. This research focused on the comprehensive study on identifying pests and diseases of apple fruit using sparse coding. The sparse coding algorithm in this work was designed using Matlab software. The apple pest and disease detection were performed based on 11 characteristics: R, G, B, L, a, b, H, S, V, Sift, and Harris. The class detection accuracy using the sparse coding method was obtained for 10 classes with three views of apple for S. pyri of red apple as 81%, S. pyri of golden apple as 88%, golden apple russeting as 85%, S. pyri and russeting of red apple as 100%, S. pyri and russeting of golden apple as 80%, codling moth of red apple as 86%, codling moth of golden apple as 72%, S. pyri of red apple as 83%, S. pyri of golden apple as 90%, codling moth and S. pyri of red apple as 80%, and codling moth and S. pyri of golden apple as 67%. The total processing time for developing the dictionary was 220 s. Once the dictionary was developed, pest and disease detection took only 0.175 s. The results of this study can be useful in developing automatic devices for the early detection of common pests and diseases of apples. Although the study was focused on apple diseases, results for this work have huge potential for other crops.","Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding","Cited By (since 2022): 5","",""
"Journal Article","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E","A Computer Vision Approach to Identifying Ticks Related to Lyme Disease","IEEE Journal of Translational Engineering in Health and Medicine","2022","10","","","","ieeexplore.ieee.org","","","2022","","2168-2372","http://dx.doi.org/10.1109/JTEHM.2021.3137956;https://www.ncbi.nlm.nih.gov/pubmed/35492508","10.1109/JTEHM.2021.3137956","35492508","","","Background: Lyme disease (caused by Borrelia burgdorferi) is an infectious disease transmitted to humans by a bite from infected blacklegged ticks (Ixodes scapularis) in eastern North America. Lyme disease can be prevented if antibiotic prophylaxis is given to a patient within 72 hours of a blacklegged tick bite. Therefore, recognizing a blacklegged tick could facilitate the management of Lyme disease. Methods: In this work, we build an automated detection tool that can differentiate blacklegged ticks from other tick species using advanced computer vision approaches in real-time. Specially, we use convolution neural network models, trained end-to-end, to classify tick species. Also, advanced knowledge transfer techniques are adopted to improve the performance of convolution neural network models. Results: Our best convolution neural network model achieves 92% accuracy on unseen tick species. Conclusion: Our proposed vision-based approach simplifies tick identification and contributes to the emerging work on public health surveillance of ticks and tick-borne diseases. In addition, it can be integrated with the geography of exposure and potentially be leveraged to inform the risk of Lyme disease infection. This is the first report of using deep learning technologies to classify ticks, providing the basis for automation of tick surveillance, and advancing tick-borne disease ecology and risk management.","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease","Cited By (since 2021): 1","",""
"Miscellaneous","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N","Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping","","2022","201","","","","Elsevier","Computers and Electronics in Agriculture","","2022","","0168-1699","https://www.sciencedirect.com/science/article/pii/S0168169922005828?casa_token=U1tMSiyOURsAAAAA:Cl-bfQfxO6jWp20e_b-ssmgIwuXNzrK0xWmjmDfF1smsoybQIt5jn-DO6-I59WTNoOUDEK0sCHjc;http://dx.doi.org/10.1016/j.compag.2022.107269","10.1016/j.compag.2022.107269","","","","Computer vision and machine learning have recently been applied to a number of sensing platforms, boosting their performance to a new level. These advances have shown the vast possibilities for enhancing remote plant health assessment and disease detection. Until now, however, the scanning time and spatial resolution of such automated tools have been limited, as well as the area of application. We developed a state-of-the-art sensing system equipped with artificial intelligence and multispectral imaging with a special focus on near real-time and universality of application in agriculture. For this purpose, we collected a dataset of over 360,000 images of healthy and infected apple trees to develop and test our system, which includes a Convolutional Neural Network (CNN) algorithm for leaves segmentation. The proposed solution automatically computed vegetation indices (VIs) accurate to a single pixel. Further, we developed a desktop application for data post-processing and visualization, which allows the user to rapidly assess the health status of a vast agricultural area and thoroughly examine each tree individually. The developed system was successfully tested under field conditions in a large apple orchard, confirming viability of a reliable, end-to-end solution based on a computer vision platform for remote assessment of plant health and identification of stressed plants with high precision and spatial resolution.","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing","Cited By (since 2022): 1","",""
"Miscellaneous","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V","A Review on Computer Vision Technology for Physical Exercise Monitoring","","2022","15","12","","","mdpi.com","Algorithms","","2022","","1999-4893","https://www.mdpi.com/1999-4893/15/12/444;http://dx.doi.org/10.3390/a15120444","10.3390/a15120444","","","","Physical activity is movement of the body or part of the body to make muscles more active and to lose the energy from the body. Regular physical activity in the daily routine is very important to maintain good physical and mental health. It can be performed at home, a rehabilitation center, gym, etc., with a regular monitoring system. How long and which physical activity is essential for specific people is very important to know because it depends on age, sex, time, people that have specific diseases, etc. Therefore, it is essential to monitor physical activity either at a physical activity center or even at home. Physiological parameter monitoring using contact sensor technology has been practiced for a long time, however, it has a lot of limitations. In the last decades, a lot of inexpensive and accurate non-contact sensors became available on the market that can be used for vital sign monitoring. In this study, the existing research studies related to the non-contact and video-based technologies for various physiological parameters during exercise are reviewed. It covers mainly Heart Rate, Respiratory Rate, Heart Rate Variability, Blood Pressure, etc., using various technologies including PPG, Video analysis using deep learning, etc. This article covers all the technologies using non-contact methods to detect any of the physiological parameters and discusses how technology has been extended over the years. The paper presents some introductory parts of the corresponding topic and state of art review in that area.","computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring","","",""
"Miscellaneous","Alhasan AS,Aalam WA","Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey","","2022","29","9","e197-e204","","Elsevier","Academic Radiology","","2022","","1878-4046","https://www.sciencedirect.com/science/article/pii/S1076633221004967;http://dx.doi.org/10.1016/j.acra.2021.10.023;https://www.ncbi.nlm.nih.gov/pubmed/34836777","10.1016/j.acra.2021.10.023","34836777","","","Rationale and Objectives: To assess the magnitude and determinants of computer vision syndrome (CVS) among radiologists in Saudi Arabia using a reliable and validated survey instrument. Materials and Methods: This nationwide cross-sectional web-based survey took place in April 2021 and included all radiologists and radiology residents residing practicing in Saudi Arabia. We used the reliable and validated CVS questionnaire. Univariate and multivariate analyses were carried out using nonparametric methods. The CVS score was correlated with different demographic- and health-related variables. The Mann-Whitney U test and Kruskal-Wallis test were used to determine if there was a statistically significant difference between subgroups. Results: The survey was completed by 416 participants. The prevalence of CVS was 65.4% (95% CI: 60.8-70.0). The median CVS score was 7.5 (interquartile range: 4.0; 12.0). Mild CVS was observed in 188 participants (69.1%), moderate CVS was observed in 69 (25.4%), and severe CVS was observed in 15 (5.5%). The most common symptoms perceived by participants were headache (72.1%), dryness (70.7%), burning (63.7%), blurred vision (56.3%), and increased sensitivity to light (55.5%). Multinomial regression analysis suggested that female sex (p < 0.001), work as a general radiologist (p = 0.05), and the use of eyeglasses (p = 0.001) were significant predictors of CVS. Conclusion: The prevalence of CVS among radiologists in our study was high. Local and international societies need to establish and implement legislative and preventive measures to ensure the safety and ocular and visual health of radiologists.","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia","Cited By (since 2022): 8","",""
"Miscellaneous","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B","Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks","","2022","141","","","","Elsevier","Computers in Biology and Medicine","","2022","","1879-0534","https://www.sciencedirect.com/science/article/pii/S0010482521009173;http://dx.doi.org/10.1016/j.compbiomed.2021.105123;https://www.ncbi.nlm.nih.gov/pubmed/34953356","10.1016/j.compbiomed.2021.105123","34953356","","","This article presents a systematic overview of artificial intelligence (AI) and computer vision strategies for diagnosing the coronavirus disease of 2019 (COVID-19) using computerized tomography (CT) medical images. We analyzed the previous review works and found that all of them ignored classifying and categorizing COVID-19 literature based on computer vision tasks, such as classification, segmentation, and detection. Most of the COVID-19 CT diagnosis methods comprehensively use segmentation and classification tasks. Moreover, most of the review articles are diverse and cover CT as well as X-ray images. Therefore, we focused on the COVID-19 diagnostic methods based on CT images. Well-known search engines and databases such as Google, Google Scholar, Kaggle, Baidu, IEEE Xplore, Web of Science, PubMed, ScienceDirect, and Scopus were utilized to collect relevant studies. After deep analysis, we collected 114 studies and reported highly enriched information for each selected research. According to our analysis, AI and computer vision have substantial potential for rapid COVID-19 diagnosis as they could significantly assist in automating the diagnosis process. Accurate and efficient models will have real-time clinical implications, though further research is still required. Categorization of literature based on computer vision tasks could be helpful for future research; therefore, this review article will provide a good foundation for conducting such research.","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation","Cited By (since 2022): 20","",""
"Miscellaneous","Devi N,Sarma KK,Laskar S","Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","","2023","","","","","Elsevier","Ecological Informatics","","2023","","","https://www.sciencedirect.com/science/article/pii/S1574954123000730","","","","","\ldots Results show that our proposed DL models could accurately predict the health state of the bean leaves with less computation time. With an automated approach of bean leaf health \ldots","Artificial intelligence,Convolution neural network,Learning based system,Smart farming","","",""
